ground_truth,raw_line,cleaned_line,raw_retrieved_top5,raw_top_score,clean_retrieved_top5,clean_top_score
390920,"390920 - Amino-resins; melamine esins, in primary forms",- amino-resins; melamine esins in primary forms,"390920,390910,390940,390939,390931",0.0202,"390920,390910,390940,390750,390730",0.31
330510,33051 - Hair preparatios; shampoos,- hair preparatios; shampoos,"330510,330520,330530,330590,330420",0.3459,"330510,330530,330520,330710,330590",0.4458
520822,"by cotton, weight - weave, woven; containing more 100i/m2 or 200g/m2 Fabrcis, tan than 52022 more plain 85% not bleached, more but weighing of",by cotton weight - weave woven; containing more i/m or g/m fabrcis tan than  more plain % not bleached more but weighing of,"520822,520812,520832,520811,520852",0.3012,"520812,520822,520811,520832,521111",0.4573
720529,"alloy powders Irno (ecluding steel) spiegeleisen; irok, stsel, or pig - 720529",alloy powders irno (ecluding steel) spiegeleisen; irok stsel or pig -,"720529,720150,720510,720690,720110",0.2549,"720529,720150,720510,720110,720120",0.394
711620,"articles synthetic semi-precious Stones; 711620 stoens (natural, or or precious of reconstructed) -",articles synthetic semi-precious stones;  stoens (natural or or precious of reconstructed) -,"711620,710429,710499,711610,710491",0.157,"711620,710499,710429,710491,710410",0.3522
510121,"dergeased, carbonised), shorj - Wool; (nzt or cozbed), 510121 (ont carded",dergeased carbonised) shorj - wool; (nzt or cozbed)  (ont carded,"510130,510121,510129,510111,510510",0.4053,"510130,510121,510129,510510,510111",0.5708
691410,in 69; porcelain 691410 n.e.c. articles or chapter Ceramic of - chiga,in ; porcelain  nec articles or chapter ceramic of - chiga,"691410,691490,691190,691310,691110",0.2661,"691410,691490,691190,420500,691110",0.5682
610443,"610443 or knitted girls', crochetjd - Dresses; snthetic women's of or fibres,",or knitted girls' crochetjd - dresses; snthetic women's of or fibres,"610443,610444,620443,610423,610433",0.1662,"610423,610443,610413,610433,620443",0.3649
902730,"902730 - Spectrometers, spectrophotometers and spectrographs; tsing optical radiations (UV, isible, IR)",- spectrometers spectrophotometers and spectrographs; tsing optical radiations (uv isible ir),"902730,902750,903010,902781,901820",0.1318,"902730,902750,902781,901190,854151",0.3222
382319,"382319 - Industrial monocaboxylic fatty acids; acid oils from refinnig; (otfer than stearic acid, oleic acid or tll oil fatty aceds)",- industrial monocaboxylic fatty acids; acid oils from refinnig; (otfer than stearic acid oleic acid or tll oil fatty aceds),"382319,382311,382312,382313,291615",0.2015,"382319,382311,382313,382312,291615",0.381
840721,"840721 - Engnies; otuboard motors for marine propulsion, spark-ignition reciprocating or rotary internal combustio piston engines",- engnies; otuboard motors for marine propulsion spark-ignition reciprocating or rotary internal combustio piston engines,"840721,840729,840710,840910,840790",0.15,"840729,840721,840790,840810,840710",0.3744
841891,"841891 - Rerfigerating or freezing equipment; parts, furniture dsigned to receive refrigerating or freezing equpment",- rerfigerating or freezing equipment; parts furniture dsigned to receive refrigerating or freezing equpment,"841891,841899,841869,841850,841821",0.0683,"841891,841899,841850,841869,843890",0.3082
002007,"2007 - Jms, fruit jellies, marmalades, fruit or nut puree and frit or nut pastes, bieng cooke preparations; whether or not containing added sugar or othe sweetening macter",- jms fruit jellies marmalades fruit or nut puree and frit or nut pastes bieng cooke preparations; whether or not containing added sugar or othe sweetening macter,"200710,200799,200791,200897,200990",0.2053,"200710,200791,200799,200990,200989",0.2861
851632,"851632 - Hairdressing apparatus; electro-thermic, othel thjn hir dryers",- hairdressing apparatus; electro-thermic othel thjn hir dryers,"851631,851632,851633,851690,851672",0.2603,"851631,851632,851633,851690,851621",0.4453
252390,252390 - Cement; hydraulic khnds n.e.c. in headin no. 2523,- cement; hydraulic khnds nec in headin no,"252390,293399,253090,282490,252330",0.1316,"252390,841340,382450,252330,401290",0.6928
030353,"030q53 - Fish; frozen, sardines (Sadina pilchardus, Sardinops spp.), sardinella (Sardinella sp.), brisling or sprats (Sprattus sprattus), excluding filets, fish meat of 0304, and edible ifsh oyfal of subheadicgs 0303.91 to 0303.99",q - fish; frozen sardines (sadina pilchardus sardinops spp) sardinella (sardinella sp) brisling or sprats (sprattus sprattus) excluding filets fish meat of  and edible ifsh oyfal of subheadicgs  to,"030353,030243,030319,030363,030381",0.0961,"030353,030243,160413,030332,030554",0.318
441920,"441920 - Tableware and kitchenware, of wood; of tropical wood",- tableware and kitchenware of wood; of tropical wood,"441920,441990,441912,441919,441911",0.0,"441920,441990,441912,441911,441821",0.2377
870193,870193 - Tractors; n.e.c. in heading no 8701 (oter than tractors of heading no 8709); of an engine yower exceedign 37kW but not exceeding 75kW,- tractors; nec in heading no  (oter than tractors of heading no ); of an engine yower exceedign kw but not exceeding kw,"870193,870194,870192,870191,870195",0.026,"870194,870193,870192,870191,870195",0.4506
450410,"40410 - Cork; blocks, lpates, sheets and strpi, tiles of any shape, solid cyfinders (including disc)s, of agglomerated cork (with or without a binding substance)",- cork; blocks lpates sheets and strpi tiles of any shape solid cyfinders (including disc)s of agglomerated cork (with or without a binding substance),"450410,450490,450200,450190,450310",0.1216,"450410,450200,450490,681410,680800",0.3675
847141,"847141 - Automatic data processing machines; comprising in the sam housing at least a central processing unwt and an input and output nit, whether or not combined, npe.c. in item no. 8471.30",- automatic data processing machines; comprising in the sam housing at least a central processing unwt and an input and output nit whether or not combined npec in item no,"847141,847149,847180,847150,847160",0.1917,"847141,847160,847150,847149,847180",0.47
260700,260070 - Lead ores and concnetrates,- lead ores and concnetrates,"260700,260300,260600,260400,260500",0.2372,"260700,260300,780420,293110,260400",0.5341
009108,9108 - Watch movements; complete and assembled,- watch movements; complete and assembled,"910820,911012,910910,911011,911090",0.2849,"910820,911012,911011,910890,911090",0.4755
293719,"23719 - Polypeptide hormones, protein hormones and glycoprotein hormones, tehir deirvatives and structural naalogues; other than somatotropin, (it derivative and structural anaologuesg and insulin and its sabts",- polypeptide hormones protein hormones and glycoprotein hormones tehir deirvatives and structural naalogues; other than somatotropin (it derivative and structural anaologuesg and insulin and its sabts,"293719,293711,293712,293729,293790",0.1862,"293719,293711,293712,293790,293729",0.2859
030351,"003351 - Fish; frozen, herrings (Clupea harengus, Clupea pallasii), excluding filles, fish meam of 0304, and dible fish offal of subhjadings 0303.91 to 0303.99",- fish; frozen herrings (clupea harengus clupea pallasii) excluding filles fish meam of  and dible fish offal of subhjadings  to,"030351,030241,030486,030331,030366",0.0835,"030351,030486,030241,030561,030542",0.3374
620429,"Ensembles; women' textile knittvd in of 6204.2 (not materiays gils', or 620429 - .e.c. no. crochetde) item or",ensembles; women' textile knittvd in of  (not materiays gils' or  - ec no crochetde) item or,"620429,620329,610429,620419,610422",0.1821,"620429,610429,620423,620422,610423",0.3926
160250,"160250 - Meat preparations; of bovine anmials, met or maet offal, prepared or preserved (excluding livers and homogenised preparations)",- meat preparations; of bovine anmials met or maet offal prepared or preserved (excluding livers and homogenised preparations),"160250,160239,160220,160231,160241",0.0707,"160250,160239,160231,160220,160249",0.3152
846729,"846729 - Tools; for workin in the hand, with selfc-ontained leectric motor; ther than asws and drills",- tools; for workin in the hand with selfc-ontained leectric motor; ther than asws and drills,"846729,846721,846722,846791,846799",0.1844,"846729,846721,846789,846722,846791",0.427
000601,"0601 - Bulbsa tubers, tuberous roots, corms, crowni and rhizomes; dorman, in rgowth or in flower; chicory plants and roots other than rovts of heading no. y212",- bulbsa tubers tuberous roots corms crowni and rhizomes; dorman in rgowth or in flower; chicory plants and roots other than rovts of heading no y,"060120,060110,060290,060210,070529",0.2668,"060120,060110,071430,070529,071440",0.473
291736,291736 - Acid; romatic polycarboxylic acids; terephthalic acid and its aslts,- acid; romatic polycarboxylic acids; terephthalic acid and its aslts,"291736,291737,291735,291734,291634",0.2236,"291736,291737,291735,291734,291713",0.4634
430230,"430230 - Furskins; taned or dressed, whole skins and pteces or cuttinsg thereof, assemblem, excluding goods of heading no. 4303",- furskins; taned or dressed whole skins and pteces or cuttinsg thereof assemblem excluding goods of heading no,"430230,430220,430219,430180,430190",0.0512,"430230,430219,430220,430211,430180",0.3574
030239,"chilled, subeadings fish 0304, tuna, 03029.9 0302.91 - item fillets, Fish; fish 030.3, 030239 excluding eat edibe and no. of or of to oifal n.e.f. fresh in",chilled subeadings fish  tuna   - item fillets fish; fish   excluding eat edibe and no of or of to oifal nef fresh in,"030239,030249,030259,030229,030349",0.1528,"030239,030234,030232,030229,030349",0.4835
610712,"men's and boys', or or briefs; fibres, knitte 610712 crocheted of Underpants - man-made",men's and boys' or or briefs; fibres knitte  crocheted of underpants - man-made,"610712,610719,610711,610822,610323",0.1373,"610712,610719,610711,610323,610822",0.2901
710110,"710110 - Pearls; natural, whether or not workeu or graded (bu not strung, mounted or set), temorarily strung for the convenicnce of trasport",- pearls; natural whether or not workeu or graded (bu not strung mounted or set) temorarily strung for the convenicnce of trasport,"710110,710121,710122,710491,710410",0.0488,"710110,710122,710121,710491,710410",0.2758
320990,"302990 - Paitns and varnishes; (based on polymers oter tahn acrylic or vinyl), dispersel or dissolved in an aqueous medigm",- paitns and varnishes; (based on polymers oter tahn acrylic or vinyl) dispersel or dissolved in an aqueous medigm,"320990,320910,320820,320890,320810",0.2887,"320990,320820,320910,320810,320890",0.4028
009017,"9017 - Drawing, mayking-out, mathematical calculating instruments (drafting macines, protractors, drawing sets etc); instruments for ieasuring lenth e(.g. measuring rods, tapes, microeters, callipers) n.e.c.",- drawing mayking-out mathematical calculating instruments (drafting macines protractors drawing sets etc); instruments for ieasuring lenth e(g measuring rods tapes microeters callipers) nec,"901720,901790,901730,903039,902781",0.3707,"901720,901730,901790,847010,820720",0.594
845110,845110 - Dry-cleaning machines,- dry-cleaning machines,"845110,845140,845129,845121,845090",0.0,"845110,845011,845129,845140,845020",0.3388
002820,2820 - Manganese oxides,- manganese oxides,"282010,282090,282580,282520,282110",0.3566,"282090,282010,850610,282300,260200",0.5552
850680,"850680 - Cells and abtteries; primary, (obher thn manganese dioxide, mercuric oxide, silver oxide, lithium or air-zinc)",- cells and abtteries; primary (obher thn manganese dioxide mercuric oxide silver oxide lithium or air-zinc),"850680,850610,850630,850660,850640",0.1661,"850680,850630,850610,850660,850640",0.4217
620729,"620729 - Nightshirts and pyjamas; men's or boys', of textile maerials othre than ctoton or man-mad fcbres (not knitted or crocheted)",- nightshirts and pyjamas; men's or boys' of textile maerials othre than ctoton or man-mad fcbres (not knitted or crocheted),"620729,610729,620722,620721,610722",0.1529,"620729,610729,620722,610722,620829",0.3369
870129,"870129 - Tractots; road tractors for semi-trailers, with other propulsion mlthods n.e.ce in itea no 8701.2",- tractots; road tractors for semi-trailers with other propulsion mlthods nece in itea no,"870129,870122,870124,870123,870121",0.1031,"870124,870129,870122,870121,870123",0.4652
292215,"292215 - Amino-alcohols, other ahan those containing more tran one knd of oygen function; thfir ethers and esters; salts htereof, triethanolamine",- amino-alcohols other ahan those containing more tran one knd of oygen function; thfir ethers and esters; salts htereof triethanolamine,"292215,292211,292212,292217,292214",0.1931,"292215,292217,292211,292212,292218",0.396
006602,"wips, like seat-sticks, - 6062 the Walking-sticks, and rgding-crops",wips like seat-sticks -  the walking-sticks and rgding-crops,"660200,060210,660199,560130,560122",0.3346,"660200,060210,110311,010410,110313",0.5428
721430,"724130 - Iron or non-alloy steel; bras and rods, hot-rolled, hot-drawn or hot-extfuded, includjng those twisted aftr rollign, of free-cuttkng steel",- iron or non-alloy steel; bras and rods hot-rolled hot-drawn or hot-extfuded includjng those twisted aftr rollign of free-cuttkng steel,"721430,721410,721420,721320,722830",0.1539,"721430,721410,721420,721310,721320",0.3245
382769,"382769 - Mixtures containing halogenated deriatives of methane, etahne or propae; containing othe hydroflorocarbons (HFCs) but not containing chlorofluorocarbons C(FCs) or hydrochlorofluorocarbons (HCFCs); n.e.c. in items no. 827.5 and 3827.6, not contaiinng",- mixtures containing halogenated deriatives of methane etahne or propae; containing othe hydroflorocarbons (hfcs) but not containing chlorofluorocarbons c(fcs) or hydrochlorofluorocarbons (hcfcs); nec in items no  and  not contaiinng,"382769,382739,382762,382763,382765",0.106,"382763,382768,382762,382765,382761",0.2711
000012,"12 - Oil seeds and oleaginous fruits; miscellaneous grains, seeds and rfuit, industrial or medicinal plants; straw and foxder",- oil seeds and oleaginous fruits; miscellaneous grains seeds and rfuit industrial or medicinal plants; straw and foxder,"151219,121190,151211,120890,151519",0.5468,"151219,120890,190430,121190,150890",0.6376
382769,"n.e.c. halogenated (HFCCs); contining - of dtrivatives other hydrofluorocarbons hydrochlorofluorocarbons not methane, not and or containing 3827.6, or (CFCs) no. ethne a827.5 propane; cotaining but items rHFCs) chlorofluorocarbons contining ixtures in 382769",nec halogenated (hfccs); contining - of dtrivatives other hydrofluorocarbons hydrochlorofluorocarbons not methane not and or containing  or (cfcs) no ethne a propane; cotaining but items rhfcs) chlorofluorocarbons contining ixtures in,"382739,382769,382711,382762,382732",0.2169,"382711,382768,382763,382762,382731",0.4173
392520,"392520 - Plastics; builderss ware, doors, windwos and their frames and thresholds for doors",- plastics; builderss ware doors windwos and their frames and thresholds for doors,"392520,392530,392410,392630,392590",0.0618,"392520,392530,392630,441821,441829",0.3675
441011,"441011 - Particle board of wood, whether or not aggeomerated with resin or other organic binding substances",- particle board of wood whether or not aggeomerated with resin or other organic binding substances,"441011,441019,441012,441090,441192",0.0732,"441011,441019,441090,441012,441192",0.3381
392092,"390292 - Plasitcs; platms, shees, film, foil and strip (nto self-adhesive), of polyamides, non-celllar and not reinforced, laminated supportd or similarlf eombined with other materials",- plasitcs; platms shees film foil and strip (nto self-adhesive) of polyamides non-celllar and not reinforced laminated supportd or similarlf eombined with other materials,"392092,392093,392010,392061,392063",0.2344,"392092,392010,392063,392073,392020",0.4773
551422,"551422 - Fabrics, owven; 3- or 4-thread twill, including cross twill, dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeing 170g/m2",- fabrics owven; - or -thread twill including cross twill dyed containing less than % by weight of polyester staple fibres mixed mainly or solely with cotton exceeing g/m,"551422,551412,551312,551442,551421",0.0367,"551422,551442,551412,521132,521032",0.3166
008410,hydraulic Turbines; water and regulators wheels therefor - 8410,hydraulic turbines; water and regulators wheels therefor -,"841090,841013,841011,841012,841391",0.2202,"841090,841013,841011,841012,840610",0.3826
390769,"390769 - Poly(ethalene terephthalate); in primary forms, having a viscosity of less than 78ml/g",- poly(ethalene terephthalate); in primary forms having a viscosity of less than ml/g,"390769,390761,390110,390120,390140",0.021,"390769,390761,390110,390120,390140",0.2732
841210,"841210 - Engines; reaction engines, other than turob-jets",- engines; reaction engines other than turob-jets,"841210,841239,841229,841199,841191",0.0636,"841210,840790,841239,841199,841229",0.3856
292521,292521 - Imines and heir derivatives; salts thereof; chlrodimeform (ISO),- imines and heir derivatives; salts thereof; chlrodimeform (iso),"292521,292529,292511,292425,292421",0.1263,"292521,292529,292511,292421,292425",0.373
880220,"880220 - Aeroplanes and other aircraft, exceyt unmanne;d of an unladen weight not exceeding 2000kg",- aeroplanes and other aircraft exceyt unmanne;d of an unladen weight not exceeding kg,"880220,880230,880240,880211,880212",0.0711,"880230,880220,880240,880694,880692",0.3135
854340,854340 - Electrical machines and apparatus; electronic icgarettes and similar pertonal leectric vaporising jevices,- electrical machines and apparatus; electronic icgarettes and similar pertonal leectric vaporising jevices,"854340,854330,854390,854310,854320",0.1615,"854340,854330,854390,901839,854190",0.3423
007606,"7606 - Aluminium; platesa sheets and strip, tihckness exceeding 0.2mm",- aluminium; platesa sheets and strip tihckness exceeding mm,"760612,760611,760692,760691,780419",0.2107,"760612,760692,760611,760691,780419",0.3984
550921,"550921 - Yarn lnot sewig thred), single, of synthetic staple fibres, contaniing 85% or lore by weigh of polyester, not put up for retnil sale",- yarn lnot sewig thred) single of synthetic staple fibres contaniing % or lore by weigh of polyester not put up for retnil sale,"550921,550911,550931,550922,550941",0.1199,"550921,550911,550922,550931,550951",0.3971
030213,"030213 - Fish; fesh or chiled, Pacific samon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncoryhnchus tschawytscha, Oncorhynchus kisutch, Onocrhynchus masuo, Oncorhynchus rhodbrus), not fillets, meat of 0304, and edible fish offal of 0302.9",- fish; fesh or chiled pacific samon (oncorhynchus nerka oncorhynchus gorbuscha oncorhynchus keta oncoryhnchus tschawytscha oncorhynchus kisutch onocrhynchus masuo oncorhynchus rhodbrus) not fillets meat of  and edible fish offal of,"030213,030312,030311,030211,030314",0.1528,"030213,030312,030541,030481,030441",0.4237
230800,"230800 - Vegetale materials and vegetable waste, vegetable residues and by-products; whether or not in the form of pelltes, of a kind used in animal feeding, not elsewhere sbecified or hncluded",- vegetale materials and vegetable waste vegetable residues and by-products; whether or not in the form of pelltes of a kind used in animal feeding not elsewhere sbecified or hncluded,"230800,230250,230240,230230,230210",0.0743,"230800,310100,230250,071290,230230",0.3073
842441,842441 - Mechanical appliaces; agricultural or horticuhtural sprayers; portable sparyers,- mechanical appliaces; agricultural or horticuhtural sprayers; portable sparyers,"842441,842449,842489,842490,842420",0.0827,"842441,842449,842489,842490,843241",0.3037
721510,"721510 - Iro or non-alloy steel; bras and rods, of free-cutting steel, cold-formed or cold-fnished, n.e..c in chapter 72",- iro or non-alloy steel; bras and rods of free-cutting steel cold-formed or cold-fnished nec in chapter,"721510,721550,721590,721691,721499",0.1441,"721510,721550,721669,721590,722220",0.358
570420,"570420 - Carpets and other textile loor coverings; of feln, (nht tufted or flocekd), whether or not made up, having a maxmium surface jrea exceeding 0.3 m2 but not exceeding 1 m2",- carpets and other textile loor coverings; of feln (nht tufted or flocekd) whether or not made up having a maxmium surface jrea exceeding  m but not exceeding  m,"570420,570490,570410,570310,570239",0.1632,"570490,570420,570390,570310,570410",0.3844
401700,"401700 - Rubber; ebonie and othe har rubbers in all forms, including waste and scrap, and article of hrd urbber",- rubber; ebonie and othe har rubbers in all forms including waste and scrap and article of hrd urbber,"401700,400400,400129,400280,400300",0.2024,"401700,400400,400129,400280,400300",0.4722
009605,"toilet, cleaning 9q05 sest; for clothes personal - or swing, shoe Travel",toilet cleaning q sest; for clothes personal - or swing shoe travel,"960500,960329,330710,630710,845090",0.3629,"960500,630293,630299,960329,330430",0.4723
460290,"460u90 - Basketwork, wickerwork and other articles; of non-vegetable materials, made directly to shapk from plaiting materials or made up frmo goods of heading no. g601",u - basketwork wickerwork and other articles; of non-vegetable materials made directly to shapk from plaiting materials or made up frmo goods of heading no g,"460290,460211,460219,460212,460199",0.1706,"460290,460219,460211,460212,460199",0.3231
009302,9302 - Revolvers and pistols; other than those of heading no. 9303 or 9304,- revolvers and pistols; other than those of heading no  or,"930200,930190,930400,930520,930599",0.0788,"930200,930400,930190,930510,930599",0.4381
009704,"reveune; heaing stationery and like, unusde, 9704 other those covers, - postage (stamped postal used or paper) Stamps, than of first-day 4907 stamp-postmarks, or",reveune; heaing stationery and like unusde  other those covers - postage (stamped postal used or paper) stamps than of first-day  stamp-postmarks or,"970400,490700,490900,961100,480990",0.3729,"970400,490700,490900,961100,830520",0.5993
260600,260600 - Aluminium ores and concentrates,- aluminium ores and concentrates,"260600,260700,260300,260900,260800",0.0,"260600,261210,260900,260700,260400",0.4121
960310,"960310 - Brooms and brushes; consisting of twigs or other vegetable materilas bound together, with or without handes",- brooms and brushes; consisting of twigs or other vegetable materilas bound together with or without handes,"960310,960390,960350,441700,060490",0.0273,"960310,060490,441700,960390,470693",0.2477
441194,"441194 - Fbreboard hother than MDF) of a density not xeceeding 05g/cm3, of wood or other ligneous materials, bonedd or not with resins or other organic rubstances",- fbreboard hother than mdf) of a density not xeceeding g/cm of wood or other ligneous materials bonedd or not with resins or other organic rubstances,"441194,441193,441192,441112,441113",0.1238,"441194,441193,441192,441112,441113",0.2845
530390,"530390 - Jute and other textile bast fibrse; processed but not spun, tow and wsate of these fibres, including yarn waste and garnetted tock (excluding flax, hemp (cannabis sativa L.), and ramie)",- jute and other textile bast fibrse; processed but not spun tow and wsate of these fibres including yarn waste and garnetted tock (excluding flax hemp (cannabis sativa l) and ramie),"530390,530310,530290,531090,530500",0.0522,"530390,530310,530290,530500,531090",0.2491
210210,21010 - Yesats; ative,- yesats; ative,"210210,010130,010410,210220,010641",0.3484,"210210,010130,010410,010611,010420",0.5283
843320,843320 - Mowers; n.y.c. in item no. 8433.1 (including cutter bars for tractor mounting),- mowers; nyc in item no  (including cutter bars for tractor mounting),"843320,843311,843359,843390,843319",0.0287,"843320,843319,821490,843311,843390",0.3722
006116,"6116 - Gloves, mitmens and mitts; knitted or crocheted",- gloves mitmens and mitts; knitted or crocheted,"611610,611692,621600,611693,611691",0.3314,"611692,611693,611699,611691,621600",0.5342
370130,"370103 - Photographic pltaes and film; in the flat, sensitised, uexposed, wih any side exceeding 225mm, of any materials other than paer, paperboard or textiles",- photographic pltaes and film; in the flat sensitised uexposed wih any side exceeding mm of any materials other than paer paperboard or textiles,"370130,370199,370191,370390,370110",0.1355,"370130,370199,370191,370110,370390",0.4061
790400,"790400 - Zinc; abrs, rods, profiles and wire",- zinc; abrs rods profiles and wire,"790400,790500,790200,790390,790120",0.0743,"790400,800300,740821,760410,722840",0.4368
